stop_id,route_id,average_ons,average_offs,average_load,X,Y,Stop_ID,Stop_Name
11780,39,0.4,0.0,0.4,-71.102233,42.338443,11780.0,Ave Louis Pasteur @ Longwood Ave
23391,39,3.005436412846689,0.0,3.131534889636714,-71.0745919999999,42.3474410000001,23391.0,Back Bay
173,39,0.49655227441954874,0.030026822313121627,3.6080963504312353,-71.074649,42.3499350000001,173.0,Saint James Ave @ Clarendon St
178,39,3.0895144155092025,0.08419345137364503,6.618381319578081,-71.0769109999999,42.3493730000001,178.0,Saint James Ave @ Dartmouth St
11388,39,2.3785687007829606,0.13843515948765384,8.77428135976293,-71.0820449999999,42.3453440000001,11388.0,Huntington Ave @ Belvidere St
31391,39,1.7212112895791238,0.34007024397791336,10.17860650919362,-71.086788,42.341443,31391.0,Huntington Ave @ Gainsborough St
41391,39,2.0391957912816068,0.3359150141452822,11.892573204118635,-71.0889079999999,42.3405530000001,41391.0,Huntington Ave @ Opera Pl
61391,39,0.7828563356681382,0.18720254937418002,12.492572360397945,-71.092168,42.3392190000001,61391.0,Huntington Ave @ Forsyth Way
71391,39,0.8630508341042593,0.2713204062215603,13.096306359521172,-71.095698,42.337836,71391.0,Huntington Ave @ Louis Prang St
91391,39,4.812258881541367,1.387709971752414,15.509524511527536,-71.100251,42.3360460000001,91391.0,Huntington Ave @ Longwood Ave
92391,39,0.9170796787772778,0.883290261920521,15.549618323700784,-71.102717,42.335111,92391.0,677 Huntington Ave
1363,39,2.961920350277945,1.236626055098551,16.804353458999636,-71.105717,42.333739,1363.0,Huntington Ave @ Fenwood Rd
1365,39,0.9199390867106331,0.7956223584370457,16.92978116221875,-71.109273,42.3332800000001,1365.0,835 Huntington Ave opp Parker Hill Ave
21365,39,2.9722923359217113,0.9622605258699827,18.960171740988944,-71.112061,42.331803,21365.0,S Huntington Ave @ Huntington Ave
22365,39,0.5004574545359636,0.47380804938008997,18.979191370500377,-71.111046,42.329368,22365.0,105 S Huntington Ave
31365,39,0.4883459551190375,0.6488344413714852,18.812618323947024,-71.111437,42.326625,31365.0,S Huntington Ave opp VA Hospital
51365,39,0.3916357250706189,1.0118066830459325,18.189399385703652,-71.1123269999999,42.323986,51365.0,S Huntington Ave @ Bynner St
61365,39,0.4000175313796404,1.7574175146851996,16.831392538766565,-71.112195,42.32172,61365.0,S Huntington Ave @ Perkins St
1160,39,0.7639771229518529,1.7072254975829997,15.897199573676161,-71.111729,42.319618,1160.0,S Huntington Ave @ Moraine St
1161,39,0.7112169120109365,0.8648132699634005,15.736512015319486,-71.1132289999999,42.3173650000001,1161.0,Centre St @ Lochstead Ave
1164,39,0.3504382352448718,1.2937702943343308,14.79178390892222,-71.11416,42.3133060000001,1164.0,Centre St @ Myrtle St
11164,39,0.7406575376634478,1.149928413348462,14.376363426172162,-71.1145,42.311466,11164.0,Centre St @ Burroughs St
1939,39,0.25639822620328007,0.8968418327246507,13.745383774677236,-71.1153449999999,42.3099490000001,1939.0,775 Centre St
99991,39,0.17180710734619897,0.5630332140144124,12.710296667880804,-71.115619,42.3083780000001,99991.0,South St @ Bardwell St
2006,39,0.41786810800269497,0.9658459819581839,12.830525158375591,-71.115091,42.3061310000001,2006.0,South St @ Jamaica St
2007,39,0.06092512616861088,0.5338160082950196,12.357282943944101,-71.114769,42.3043960000001,2007.0,South St @ St Rose St
10642,39,0.0,12.077005537482222,0.3035186778297817,-71.1146607,42.3006397,10642.0,Forest Hills Station
