stop_id,route_id,average_ons,average_offs,average_load,X,Y,Stop_ID,Stop_Name
14748,456,4.766666666666666,0.0,4.766666666666666,,,,
6600,456,0.5833333333333335,0.0,5.375,-70.9437839999999,42.463687,6600.0,Union St @ Exchange St
6830,456,0.6333333333333335,0.07500000000000001,6.0,-70.94213,42.4663570000001,6830.0,Union St @ Silsbee St
6831,456,0.5,0.07500000000000001,6.441666666666665,-70.941581,42.466848,6831.0,Union St @ Smith St
6833,456,0.1583333333333335,0.05833333333333335,6.483333333333335,-70.939073,42.467901,6833.0,Union St @ Pinkham St
6834,456,0.375,0.16666666666666652,6.733333333333335,-70.936996,42.468936,6834.0,Union St @ Chestnut St
6835,456,0.1416666666666665,0.11666666666666665,6.733333333333334,-70.935201,42.468667,6835.0,Olive St @ Fayette St
6836,456,0.1166666666666665,0.0,6.85,-70.935401,42.4691010000001,6836.0,Fayette St @ Trinity Ave
6837,456,0.4916666666666665,0.2833333333333333,7.074999999999999,-70.933344,42.4702790000001,6837.0,Trinity Ave @ Chatham St
6838,456,0.0,0.0,7.074999999999999,-70.932174,42.471012,6838.0,Timson St @ Brookline Ave
6839,456,0.01666666666666665,0.11666666666666665,6.975,-70.9309279999999,42.471801,6839.0,86 Timson St
6840,456,0.1,0.07500000000000001,6.975,-70.929628,42.4725550000001,6840.0,Timson St @ Empire St
6841,456,0.01666666666666665,0.09166666666666665,6.9,-70.927676,42.473682,6841.0,Timson St @ Eastern Ave
6842,456,0.1583333333333335,0.22499999999999998,6.875,-70.928663,42.474773,6842.0,Eastern Ave @ Essex St
6843,456,0.0,0.0,6.858333333333335,-70.930056,42.4760390000001,6843.0,301 Eastern Ave
6844,456,0.04166666666666665,0.0,6.883333333333335,-70.9310379999999,42.4769410000001,6844.0,Eastern Ave @ Melvin Ave
6845,456,0.0833333333333335,0.0,7.008333333333335,-70.931656,42.477496,6845.0,Eastern Ave @ Herschel St
6846,456,0.20833333333333348,0.09166666666666665,7.075,-70.933104,42.478815,6846.0,Eastern Ave @ Clark St
6847,456,0.08333333333333334,0.18333333333333351,6.958333333333335,-70.9343029999999,42.4798910000001,6847.0,Eastern Ave @ Harvest St
6848,456,0.15000000000000002,0.525,6.583333333333336,-70.936112,42.481184,6848.0,Eastern Ave @ Alden St
6849,456,0.0,0.04166666666666665,6.566666666666665,-70.938234,42.482628,6849.0,Eastern Ave @ Glenwood St
6850,456,0.0,0.1416666666666665,6.358333333333334,-70.939335,42.4833790000001,6850.0,Eastern Ave @ Victory Rd
68510,456,0.0,0.16666666666666652,6.25,-70.941437,42.484802,68510.0,Eastern Ave @ Western Ave
4538,456,0.09166666666666665,0.06666666666666665,6.3,-70.941406,42.48492,4538.0,Western Ave @ Eastern Ave
4539,456,0.0,0.025,6.275,-70.939825,42.486388,4539.0,Western Ave @ Victory Rd
4540,456,0.06666666666666665,0.01666666666666665,6.324999999999999,-70.938569,42.487557,4540.0,Western Ave @ Fays Ave
4541,456,0.0,0.0,6.324999999999999,-70.937107,42.488927,4541.0,Western Ave @ Buchanan Circle
4544,456,0.08333333333333334,0.43333333333333346,5.975,-70.933418,42.4947780000001,4544.0,Highland Ave opp Walmart
14544,456,0.04166666666666665,0.025,6.0,-70.9322339999999,42.496068,14544.0,Highland Ave opp Olde Village Dr
4546,456,0.025,0.01666666666666665,6.0,-70.9302479999999,42.4978770000001,4546.0,Highland Ave @ Cedar Rd
4547,456,0.025,0.3833333333333335,5.633333333333335,-70.925305,42.5015980000001,4547.0,Highland Ave @ Greenledge St
14548,456,0.42500000000000004,1.033333333333335,5.025,-70.9213569999999,42.504553,14548.0,Highland Ave @ Hawthorne Sq
14551,456,0.075,0.10833333333333334,4.991666666666665,-70.910467,42.509626,14551.0,Highland Ave @ Wilson St
4553,456,0.04166666666666665,1.25,3.833333333333335,-70.9087069999999,42.51181,4553.0,81 Highland Ave @ Salem Hospital
14553,456,0.11666666666666665,0.2333333333333335,3.716666666666665,-70.907281,42.51324,14553.0,Highland Ave opp Proctor St
4554,456,0.0,0.0,3.675,-70.9065239999999,42.5140190000001,4554.0,Opp 30 Highland Ave
4555,456,0.0,0.2,3.516666666666665,-70.905547,42.516446,4555.0,Essex St @ Warren St
4557,456,0.0,0.08333333333333334,3.45,-70.903921,42.519076,4557.0,Essex St @ Flint St
4558,456,0.0,0.175,3.2583333333333346,-70.902575,42.520131,4558.0,Essex St opp Monroe St
4559,456,0.0,0.0,3.275,-70.901448,42.5205310000001,4559.0,Essex St @ Hamilton st
4560,456,0.0,0.6083333333333335,2.666666666666665,-70.899086,42.521145,4560.0,Essex St @ Summer St
4562,456,0.09166666666666665,1.1083333333333352,1.791666666666665,-70.89534,42.5199450000001,4562.0,Washington St @ New Derby St
4563,456,0.0,0.1583333333333335,1.683333333333335,-70.89581,42.523153,4563.0,Washington St @ Church St
37150,456,0.0,1.6666666666666652,0.01666666666666665,,,,
