stop_id,route_id,average_ons,average_offs,average_load,X,Y,Stop_ID,Stop_Name
10642,34E,17.694884373289543,0.0,17.760673918992886,-71.1146607,42.3006397,10642.0,Forest Hills Station
596,34E,0.11626231527093593,0.015237411056376573,17.852113437328956,-71.117515,42.296502,596.0,3867 Washington St opp Tollgate Way
597,34E,0.1454549808429118,0.16090243568691845,17.845376299945265,-71.11976,42.2943770000001,597.0,Washington St @ Lochdale Rd
598,34E,0.3585385878489327,0.36161672140120416,17.8275513136289,-71.121366,42.292857,598.0,Washington St @ Archdale Rd
599,34E,0.057230432402846185,0.0854919266557198,17.799889846743287,-71.122671,42.2916200000001,599.0,Washington St @ Mosgrove Ave
600,34E,0.19800971538040502,0.25342706622879035,17.747134646962227,-71.124116,42.290289,600.0,Washington St opp Granfield Ave
601,34E,0.39058908045977014,0.3555630815544609,17.765371510673237,-71.125793,42.288708,601.0,Washington St @ South St
6022,34E,2.247958401751506,0.9981533935413245,19.011544198139024,-71.1289439999999,42.2857660000001,6022.0,Poplar St @ South St
603,34E,0.189168035030104,0.2953030925013683,18.90104748221128,-71.131363,42.283507,603.0,Washington St @ Albano St
10603,34E,0.12448549534756435,0.10960454296661193,18.893698002189385,-71.132671,42.282287,10603.0,Washington St @ Durnell Ave
604,34E,0.13465790914066778,0.21041050903119868,18.81451902025177,-71.1335139999999,42.2814940000001,604.0,Washington St @ Metropolitan Ave
605,34E,0.2064737274220033,0.4984776956759715,18.539161877394637,-71.1355129999999,42.279637,605.0,Washington St @ Cornell St
606,34E,0.27095443349753695,0.8051382047071703,18.001176792556105,-71.136949,42.278442,606.0,Washington St @ Walworth St
607,34E,0.392006020799124,1.1723330596606458,17.22510125889436,-71.138618,42.276985,607.0,Washington St @ Liszt St
608,34E,0.13008415435139578,0.32238779419813895,17.038217706622877,-71.140573,42.275418,608.0,Washington St @ W Roxbury Pkwy
609,34E,0.04257389162561576,0.20438697318007665,16.87597632731253,-71.143932,42.2728720000001,609.0,Washington St @ Lagrange St
610,34E,0.022008757525998908,0.13954570333880678,16.776440202517794,-71.145305,42.2718,610.0,Washington St @ Cowing St
611,34E,0.06433429118773946,0.2645415982484948,16.58159003831418,-71.1473579999999,42.2701440000001,611.0,Washington St @ Maplewood St
612,34E,0.03696018062397373,0.2168233442802409,16.403805418719212,-71.1490019999999,42.2687690000001,612.0,Washington St @ Heron St
10612,34E,0.19825875752599892,0.3932977558839627,16.209152983032293,-71.149996,42.2679200000001,10612.0,Washington St opp W Boundary Rd
613,34E,0.06493021346469623,0.44288998357963877,15.8358394909688,-71.151819,42.2662980000001,613.0,Washington St @ Weymouth Ave
614,34E,0.04221332785987958,0.6074466338259442,15.283903256704978,-71.154641,42.263789,614.0,Washington St @ Rockingham Ave
615,34E,0.3056301313628899,0.9113444170771757,14.673053503010399,-71.1554619999999,42.263045,615.0,Washington St opp Desoto Rd
616,34E,0.20133004926108372,0.5121722769567597,14.36087506841817,-71.157252,42.2612330000001,616.0,Washington St @ Grove St
618,34E,0.2527387794198139,0.5817665571975917,14.03287219485495,-71.16126,42.258017,618.0,Washington St opp Rockland Towers
10618,34E,0.06623221127531473,0.1544937055281883,13.945594553913514,-71.163235,42.2564110000001,10618.0,Washington St @ Sumner St
24619,34E,0.25828680897646417,0.8522502736726871,13.3524048987411,-71.1664299999999,42.2538920000001,24619.0,Washington St @ Incinerator Rd
99832,34E,0.15763273125342087,0.2850711548987411,13.21795908593322,-71.168849,42.251984,99832.0,245 Washington St
12618,34E,0.13998289545703343,0.5954686644772852,12.765249726327314,-71.172161,42.2492330000001,12618.0,Washington St opp Harris St
13618,34E,0.22189039408866992,0.485081417624521,12.506653667214014,-71.1739239999999,42.24757,13618.0,Washington St @ School St
14618,34E,0.09794471811713193,0.04357416529830322,12.56185755336618,-71.175302,42.2454690000001,14618.0,Opp 450 Washington St
15618,34E,0.0002976190476190428,0.002627257799671586,12.560658866995071,-71.176684,42.2438890000001,15618.0,525 Washington St opp Marion St
16618,34E,0.004202928297755879,0.013182813355227143,12.547123700054742,-71.177137,42.2433580000001,16618.0,Washington St @ Richards St
22628,34E,0.14129036672140113,0.8534612753147232,11.826691981390256,-71.178422,42.2418880000001,22628.0,Washington St opp Dedham Plaza
18618,34E,0.02080459770114942,0.18630131362889985,11.678647372742203,-71.1809969999999,42.23886,18618.0,Washington St @ Sylvia Ln
19618,34E,0.28458880678708265,2.075686234263821,9.886903393541326,-71.183304,42.234627,19618.0,Washington St @ Harmony Hill Way
20618,34E,0.09292898193760264,0.2233039135194308,9.766839080459773,-71.1849589999999,42.2315090000001,20618.0,Washington St opp Holiday Inn
21618,34E,0.010019841269841264,0.11807676518883416,9.656310207991243,-71.1858359999999,42.2296180000001,21618.0,Washington St @ Chickering Rd
20619,34E,0.0002976190476190428,0.019343185550082107,9.636332101806238,-71.186133,42.228642,20619.0,Washington St @ Gay St
30619,34E,0.0,0.051527093596059115,9.58212643678161,-71.186615,42.2266260000001,30619.0,Washington St @ Croft Regis Rd
40619,34E,0.0,0.005059523809523807,9.57805897646415,-71.186975,42.224851,40619.0,Washington St @ Hooper St
20620,34E,0.0005952380952380929,0.01267857142857143,9.55383278598796,-71.1875259999999,42.222293,20620.0,Washington St opp Waldo Way
30620,34E,0.005357142857142857,0.0072188013136289,9.545225095785439,-71.187765,42.2211540000001,30620.0,Washington St @ Dean St
90620,34E,0.1457348111658456,0.327318691844554,9.36585522714833,-71.188252,42.2188780000001,90620.0,Washington St @ School St
