lambda,n_stops,co2,profit,co2_pct_reduction,profit_pct_decrease
0.0,4.0,6.9132253514902455,35.181805217529195,78.3,50.4
0.05,4.0,6.942613883925819,36.35805120470279,78.3,48.8
0.1,4.0,6.942613883925819,36.35805120470279,78.3,48.8
0.15,4.0,6.942613883925819,36.35805120470279,78.3,48.8
0.2,4.0,6.942613883925819,36.35805120470279,78.3,48.8
0.25,4.0,6.942613883925819,36.35805120470279,78.3,48.8
0.3,5.0,7.8555161444081225,38.61323461680928,75.4,45.6
0.35,5.0,7.855516144408163,38.61323461680928,75.4,45.6
0.4,5.0,7.855516144408128,38.61323461680928,75.4,45.6
0.45,7.0,9.826912192541453,41.0795291476287,69.2,42.1
0.5,7.0,9.826912192541531,41.0795291476287,69.2,42.1
0.55,9.0,11.953208506930386,42.88546579806761,62.6,39.6
0.6,9.0,11.953208506930523,42.88546579806761,62.6,39.6
0.65,9.0,11.953208506930386,42.88546579806761,62.6,39.6
0.7,9.0,11.953208506930405,42.88546579806761,62.6,39.6
0.75,9.0,11.953208506930386,42.88546579806761,62.6,39.6
0.8,9.0,11.953208506930386,42.88546579806761,62.6,39.6
0.85,9.0,11.953208506930386,42.88546579806761,62.6,39.6
0.9,12.0,14.815659830747745,43.23331323266843,53.6,39.1
0.95,12.0,14.815659830747954,43.23331323266843,53.6,39.1
1.0,12.0,14.815659830747954,43.23331323266843,53.6,39.1
