lambda,n_stops,co2,profit,co2_pct_reduction,profit_pct_decrease
0.0,4.0,6.196565562518998,22.482776832996517,83.9,54.0
0.05,4.0,6.196565562518925,22.482776832996517,83.9,54.0
0.1,4.0,6.222820461175422,22.72774545582503,83.9,53.5
0.15,4.0,6.222820461175413,22.72774545582503,83.9,53.5
0.2,6.0,8.713674446726168,33.05409387384341,77.4,32.4
0.25,6.0,8.713674446726348,33.05409387384341,77.4,32.4
0.3,6.0,8.713674446726081,33.05409387384341,77.4,32.4
0.35,6.0,8.713674446726007,33.05409387384341,77.4,32.4
0.4,8.0,10.755493124313192,36.71881576668394,72.1,24.9
0.45,10.0,13.655319699405888,40.956388458229384,64.6,16.3
0.5,10.0,13.655319699406071,40.956388458229384,64.6,16.3
0.55,10.0,13.655319699405537,40.956388458229384,64.6,16.3
0.6,12.0,15.6784847164,42.31677630810369,59.4,13.5
0.65,12.0,15.678484716400154,42.31677630810369,59.4,13.5
0.7,12.0,15.678484716399712,42.31677630810369,59.4,13.5
0.75,12.0,15.678484716399712,42.31677630810369,59.4,13.5
0.8,13.0,16.58173459510861,42.5918049503155,57.0,12.9
0.85,13.0,16.581734595108774,42.5918049503155,57.0,12.9
0.9,14.0,17.538162104462348,42.731149611593146,54.6,12.7
0.95,15.0,18.548826074869254,42.83114961159315,51.9,12.4
1.0,19.0,22.095253281634328,42.92063579297223,42.7,12.3
