lambda,n_stops,co2,profit,co2_pct_reduction,profit_pct_decrease
0.0,14.0,14.320256037996996,7.401852983152329,42.0,32.1
0.05,14.0,14.320256037996996,7.401852983152329,42.0,32.1
0.1,14.0,14.514704829739307,9.366883354218883,41.2,14.1
0.15,14.0,14.514704829739307,9.366883354218883,41.2,14.1
0.2,14.0,14.514704829739307,9.366883354218883,41.2,14.1
0.25,14.0,14.514704829739307,9.366883354218883,41.2,14.1
0.3,14.0,14.514704829739307,9.366883354218883,41.2,14.1
0.35,14.0,14.514704829739307,9.366883354218883,41.2,14.1
0.4,14.0,14.514704829739307,9.366883354218883,41.2,14.1
0.45,14.0,14.514704829739287,9.366883354218883,41.2,14.1
0.5,14.0,14.514704829739294,9.366883354218883,41.2,14.1
0.55,14.0,14.514704829739307,9.366883354218883,41.2,14.1
0.6,15.0,15.512915807707683,10.103146755778337,37.2,7.4
0.65,15.0,15.512915807707692,10.103146755778337,37.2,7.4
0.7,15.0,15.5129158077077,10.103146755778337,37.2,7.4
0.75,15.0,15.512915807707692,10.103146755778337,37.2,7.4
0.8,15.0,15.51291580770769,10.103146755778337,37.2,7.4
0.85,17.0,17.533875685339844,10.60143579434698,29.0,2.8
0.9,17.0,17.53387568533985,10.60143579434698,29.0,2.8
0.95,20.0,20.541121821032096,10.82645589668616,16.9,0.7
1.0,23.0,23.53228384854286,10.869348457950432,4.7,0.4
