stop_id,route_id,average_ons,average_offs,average_load,X,Y,Stop_ID,Stop_Name,lambda_0.0,lambda_0.05,lambda_0.1,lambda_0.15,lambda_0.2,lambda_0.25,lambda_0.3,lambda_0.35,lambda_0.4,lambda_0.45,lambda_0.5,lambda_0.55,lambda_0.6,lambda_0.65,lambda_0.7,lambda_0.75,lambda_0.8,lambda_0.85,lambda_0.9,lambda_0.95,lambda_1.0
17863,15,6.363414813686666,0.0,6.388445527464717,-71.0918606,42.3366446,17863.0,Ruggles Lower Busway,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11257,15,1.651477561173723,0.07583231800182763,7.983646563102851,-71.0926919999999,42.331197,11257.0,Malcolm X Blvd @ King St,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1259,15,0.4295347074153045,0.011108031272210373,7.885039564084341,-71.0898579999999,42.3309750000001,1259.0,Malcolm X Blvd opp Madison Park HS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
11323,15,1.4165745084103292,0.19627221037668793,9.108873015873018,-71.08842,42.330605,11323.0,Malcolm X Blvd opp O'Bryant HS,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11259,15,0.08735015399194503,0.12182113243307277,9.065719497749349,-71.086203,42.329483,11259.0,Malcolm X Blvd @ Shawmut Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
64000,15,6.533012837597724,0.551248001066098,14.44851767945985,-71.0846039,42.3289888,64000.0,Nubian Station,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1493,15,0.8824038290689411,0.30463019722814505,15.069523365316277,-71.0810099999999,42.3284340000001,1493.0,Dudley St @ Greenville St,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1495,15,0.6021453002842928,0.5524633528784649,15.120833555437102,-71.0774029999999,42.3276020000001,1495.0,Dudley St @ Adams St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1497,15,0.43655939054726367,0.7378700248756218,14.786127176616914,-71.074964,42.3250780000001,1497.0,Dudley St @ Blue Hill Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1498,15,0.3376545842217484,0.7895273631840799,14.329012304548684,-71.073931,42.3236430000001,1498.0,Dudley St @ Dennis St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1499,15,0.40744980454868507,1.2556787491115846,13.483054371002135,-71.072268,42.321257,1499.0,Dudley St @ W Cottage St,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1500,15,0.2560321162046908,0.8524582444918267,12.868851723525232,-71.071274,42.3200620000001,1500.0,Dudley St @ Howard Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
