lambda,n_stops,co2,profit,co2_pct_reduction,profit_pct_decrease
0.0,8.0,8.616441613520852,11.672698480887538,74.5,38.6
0.05,8.0,8.658678393330261,13.090094342723217,74.4,31.2
0.1,8.0,8.671815638311207,13.31636374398714,74.4,30.0
0.15,8.0,8.793150362796135,14.32974688401028,74.0,24.6
0.2,8.0,8.793150362796135,14.32974688401028,74.0,24.6
0.25,8.0,8.793150362796073,14.32974688401028,74.0,24.6
0.3,8.0,8.793150362796135,14.32974688401028,74.0,24.6
0.35,8.0,8.793150362796135,14.32974688401028,74.0,24.6
0.4,8.0,8.793150362796135,14.32974688401028,74.0,24.6
0.45,8.0,8.793150362796071,14.32974688401028,74.0,24.6
0.5,8.0,8.793150362796052,14.32974688401028,74.0,24.6
0.55,8.0,8.793150362796116,14.32974688401028,74.0,24.6
0.6,8.0,8.79315036279617,14.32974688401028,74.0,24.6
0.65,8.0,8.793150362796148,14.32974688401028,74.0,24.6
0.7,9.0,9.826763724185689,14.783431267479884,71.0,22.3
0.75,13.0,13.817281917485033,16.215311034630318,59.2,14.7
0.8,14.0,14.831567348528347,16.47338940704835,56.2,13.4
0.85,20.0,20.826232131407064,17.764175860472,38.5,6.6
0.9,24.0,24.836691440636915,18.339661379185586,26.6,3.5
0.95,29.0,29.943011802858,18.89752933183043,11.5,0.6
1.0,31.0,31.90315866577455,18.952577169112423,5.8,0.3
