stop_id,route_id,average_ons,average_offs,average_load,X,Y,Stop_ID,Stop_Name,lambda_0.0,lambda_0.05,lambda_0.1,lambda_0.15,lambda_0.2,lambda_0.25,lambda_0.3,lambda_0.35,lambda_0.4,lambda_0.45,lambda_0.5,lambda_0.55,lambda_0.6,lambda_0.65,lambda_0.7,lambda_0.75,lambda_0.8,lambda_0.85,lambda_0.9,lambda_0.95,lambda_1.0
20761,77,8.133178040801438,0.0,8.202313351226083,-71.118948,42.3742740000001,20761.0,Harvard,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2310,77,1.0342243062013818,0.05597270184497331,9.186058415786206,-71.119941,42.3778050000001,2310.0,Massachusetts Ave opp Waterhouse St,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2312,77,0.45484534963297973,0.3187605730719608,9.34015332176176,-71.119571,42.381631,2312.0,Massachusetts Ave @ Wendell St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2314,77,0.2580783724180323,0.24522835015427294,9.352589754079622,-71.1192629999999,42.384891,2314.0,Massachusetts Ave @ Exeter Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
23151,77,2.0630515428339127,0.4904599610280332,10.92946888161953,-71.119253,42.3880340000001,23151.0,Massachusetts Ave @ Porter Red Line Sta,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2316,77,1.3777149302535028,0.248046196568595,12.058904255378565,-71.119806,42.389308,2316.0,Massachusetts Ave @ Davenport St,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2318,77,0.22747072794149145,0.2759579403968815,12.017872695401183,-71.123104,42.3914280000001,2318.0,Massachusetts Ave opp Walden St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2319,77,0.18478119359770975,0.34416363635001324,11.846046448972954,-71.1249129999999,42.392855,2319.0,Massachusetts Ave opp Rindge Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2320,77,0.45368438346960305,0.3216233361186021,11.992638484023592,-71.1267989999999,42.3945140000001,2320.0,Massachusetts Ave @ Dover St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2321,77,0.11861742156035132,0.32892292107335497,11.777878203101745,-71.1314649,42.3963639,2321.0,Massachusetts Ave @ Shea Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2271,77,0.20066140513782316,0.38341452283045174,11.598759608036572,-71.130055,42.3974190000001,2271.0,Massachusetts Ave @ Cameron Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2273,77,0.17571196587327045,0.6704995482537783,11.106446112404301,-71.133258,42.399844,2273.0,Massachusetts Ave @ Churchill Ave  - Matignon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2274,77,0.04075177566849347,0.1580544178457741,10.988167799710498,-71.135166,42.4006420000001,2274.0,Massachusetts Ave @ Gladstone St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22751,77,0.16948324373677218,0.42196231692681246,10.735880604740512,-71.136626,42.401322,22751.0,Massachusetts Ave @ Route 16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2275,77,0.214379023151926,0.20458418129409628,10.743016586143183,-71.13819,42.4026250000001,2275.0,Massachusetts Ave @ Teel St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2276,77,0.2599470809135931,0.6277286091658848,10.377862314161296,-71.140097,42.404121,2276.0,Massachusetts Ave @ Trowbridge St,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2277,77,0.4862164821775151,0.662137891208857,10.199720079288547,-71.142554,42.4060660000001,2277.0,Massachusetts Ave opp Lake St,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2278,77,0.22566355318020956,0.5110477753644233,9.910317803841727,-71.1450419999999,42.408008,2278.0,Massachusetts Ave @ Harlow St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2279,77,0.3418665607937546,0.34219266492738926,9.915810852623991,-71.146899,42.4095060000001,2279.0,Massachusetts Ave @ Foster St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2280,77,0.17031265681611954,0.3299236103064892,9.753414756468805,-71.1484819999999,42.411841,2280.0,Massachusetts Ave @ Wyman St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2281,77,0.17034036135202082,0.4174289436297414,9.507808491003457,-71.14941,42.4132900000001,2281.0,Massachusetts Ave @ Franklin St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2282,77,0.8024849851598777,1.0743831751710682,9.244986818335416,-71.151369,42.414833,2282.0,Massachusetts Ave @ Medford St,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2283,77,0.2681792987361936,0.5870253519407552,8.929937032421025,-71.153427,42.415673,2283.0,Massachusetts Ave @ Mystic St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2284,77,0.1636077902791324,0.543025303986994,8.549448258096676,-71.156865,42.4163370000001,2284.0,Massachusetts Ave @ Central St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2285,77,0.3752207758101067,0.884653653623585,8.043324132716382,-71.159867,42.4167570000001,2285.0,Massachusetts Ave @ Willow Ct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2286,77,0.4328765965826544,1.1587377470138045,7.317091427829348,-71.1647139999999,42.417833,2286.0,905 Massachusetts Ave,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2287,77,0.07205412334565488,0.380022710771593,7.006901102486925,-71.167129,42.4189870000001,2287.0,Massachusetts Ave @ Prentiss Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2288,77,0.05078290559464398,0.7360887482426897,6.316594359684131,-71.169933,42.420463,2288.0,Massachusetts Ave @ Brattle St,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2290,77,0.04123435823598003,0.9335767567373168,5.43195178600171,-71.172726,42.4220010000001,2290.0,Massachusetts Ave @ Hobbs Ct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2291,77,0.0208411661782399,1.2837880512919966,4.166124038361916,-71.17585,42.423592,2291.0,Massachusetts Ave opp Appleton St,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2292,77,0.014296061613498263,0.4375684301525888,3.741621549943194,-71.179491,42.424217,2292.0,Massachusetts Ave opp Daniels St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2293,77,0.012094254478755229,1.4524484743994692,2.31423126119957,-71.182803,42.4243280000001,2293.0,Massachusetts Ave @ Park Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
7922,77,0.0,2.231110925154056,0.08939306478273777,-71.184975,42.424903,7922.0,Arlington Heights Busway,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
