stop_id,route_id,average_ons,average_offs,average_load,X,Y,Stop_ID,Stop_Name,lambda_0.0,lambda_0.05,lambda_0.1,lambda_0.15,lambda_0.2,lambda_0.25,lambda_0.3,lambda_0.35,lambda_0.4,lambda_0.45,lambda_0.5,lambda_0.55,lambda_0.6,lambda_0.65,lambda_0.7,lambda_0.75,lambda_0.8,lambda_0.85,lambda_0.9,lambda_0.95,lambda_1.0
472,23,0.35306153475836727,0.4009699934134327,18.78686352306262,-71.081657,42.3062790000001,472.0,Washington St @ Jeremiah Burke HS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
468,23,1.6046966154658469,1.2168739098603347,19.16966261049971,-71.0807,42.305459,468.0,Washington St @ Columbia Rd,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
475,23,1.1638780317287107,1.2642803379681204,19.04485269143641,-71.078524,42.3032240000001,475.0,Washington Street @ Four Corners / Geneva Station,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
477,23,0.428450628292257,0.4737591793474145,19.013792251054685,-71.075843,42.3007470000001,477.0,Washington St @ Vassar St,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
478,23,1.1901993829143143,1.6472394740720533,18.555021211107192,-71.073662,42.299264,478.0,Washington St @ Harvard St,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,23,0.3556347056120811,0.49891723233352187,18.41020204382196,-71.072684,42.297619,480.0,Washington St @ Algonquin St,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,23,0.7325621815440824,1.4417347646985657,17.694214177381603,-71.072193,42.295398,482.0,Washington St @ Park St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,23,0.36924161369862735,0.8222357477561097,17.222749859899185,-71.071986,42.2937960000001,483.0,Washington St @ Wheatland Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,23,0.845272618349541,3.2084106489762596,14.847802284408619,-71.071762,42.2914460000001,485.0,Washington St @ Southern Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,23,0.8131500398016236,1.1551963613954561,14.517169779047604,-71.0699749999999,42.2899430000001,426.0,Talbot Ave @ Lithgow St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,23,0.12046485100783742,0.9260429010881496,13.70596277148314,-71.066969,42.288962,428.0,Talbot Ave @ Welles Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,23,0.05335458923694218,1.9911743651562652,11.772917752420026,-71.064496,42.2860380000001,430.0,Talbot Ave @ Dorchester Ave,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
334,23,0.0,11.57822761601043,0.19027729061665713,-71.0733149,42.2845163,334.0,Ashmont Busway,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
