lambda,n_stops,co2,profit,co2_pct_reduction,profit_pct_decrease
0.0,4.0,11.397769388824361,39.30967411545038,81.3,51.6
0.05,4.0,11.39776938882444,39.30967411545038,81.3,51.6
0.1,4.0,11.397769388824422,39.30967411545038,81.3,51.6
0.15,4.0,11.397769388824413,39.30967411545038,81.3,51.6
0.2,4.0,11.397769388824432,39.30967411545038,81.3,51.6
0.25,4.0,11.397769388824427,39.30967411545038,81.3,51.6
0.3,4.0,11.397769388824443,39.30967411545038,81.3,51.6
0.35,4.0,11.397769388824248,39.30967411545038,81.3,51.6
0.4,4.0,11.397769388824251,39.30967411545038,81.3,51.6
0.45,4.0,11.397769388824226,39.30967411545038,81.3,51.6
0.5,5.0,12.046630356547485,39.96735507638694,80.2,50.8
0.55,5.0,12.046630356547485,39.96735507638694,80.2,50.8
0.6,5.0,12.046630356547485,39.96735507638694,80.2,50.8
0.65,5.0,12.046630356547485,39.96735507638694,80.2,50.8
0.7,5.0,12.046630356547546,39.96735507638694,80.2,50.8
0.75,6.0,13.14584639105264,40.365033304230785,78.4,50.3
0.8,11.0,18.07367496720824,41.918190557549096,70.3,48.4
0.85,15.0,22.064451788577724,42.69988102458026,63.8,47.4
0.9,21.0,27.973348226730018,43.58406486670037,54.1,46.3
0.95,28.0,35.13926751887389,44.198500179481286,42.3,45.5
1.0,43.0,50.02474593206179,44.51493732952908,17.9,45.2
