stop_id,route_id,average_ons,average_offs,average_load,X,Y,Stop_ID,Stop_Name,lambda_0.0,lambda_0.05,lambda_0.1,lambda_0.15,lambda_0.2,lambda_0.25,lambda_0.3,lambda_0.35,lambda_0.4,lambda_0.45,lambda_0.5,lambda_0.55,lambda_0.6,lambda_0.65,lambda_0.7,lambda_0.75,lambda_0.8,lambda_0.85,lambda_0.9,lambda_0.95,lambda_1.0
390,66,24.0,0.0,24.1,-71.082891,42.3162570000001,390.0,Warren St @ Quincy St,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
392,66,1.1,0.1,25.1,-71.081788,42.318157,392.0,Warren St @ Maywood St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
393,66,0.9,0.1,27.3,-71.08138,42.319956,393.0,Warren St @ Woodbine St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
394,66,0.4,0.0,27.7,-71.081813,42.321585,394.0,Warren St @ Waverly St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
395,66,0.2,0.0,27.8,-71.082602,42.3239090000001,395.0,Warren St @ Whiting St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
396,66,0.4,0.1,28.0,-71.0832349999999,42.3257330000001,396.0,Warren St @ Moreland St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21151,66,0.1,0.1,28.0,-71.083021,42.327349,21151.0,Warren St @ Kearsarge Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64000,66,8.678297615626386,0.39999999999999997,10.324719990815879,-71.0846039,42.3289888,64000.0,Nubian Station,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1148,66,0.8620279454183563,0.03606098524762908,11.17264583779995,-71.08613,42.329687,1148.0,Malcolm X Blvd @ Shawmut Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11149,66,0.9865970597134981,0.05053788011835957,12.200691070725314,-71.0882,42.33068,11149.0,Malcolm X Blvd @ O'Bryant HS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
