stop_id,route_id,average_ons,average_offs,average_load,X,Y,Stop_ID,Stop_Name,lambda_0.0,lambda_0.05,lambda_0.1,lambda_0.15,lambda_0.2,lambda_0.25,lambda_0.3,lambda_0.35,lambda_0.4,lambda_0.45,lambda_0.5,lambda_0.55,lambda_0.6,lambda_0.65,lambda_0.7,lambda_0.75,lambda_0.8,lambda_0.85,lambda_0.9,lambda_0.95,lambda_1.0
11148,66,0.24361718000416635,0.021710319741141643,12.404870234407907,-71.090062,42.3311390000001,11148.0,Malcolm X Blvd @ Madison Park HS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21148,66,0.2837658773874527,0.09354223117065584,12.595436246592069,-71.093318,42.331345,21148.0,Malcolm X Blvd @ Tremont St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357,66,3.6894282420395434,0.7061645688786101,15.598045300399745,-71.095246,42.33158,1357.0,Tremont St opp Roxbury Crossing Sta,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13590,66,0.5044189970987917,0.24871756858058225,15.855315009381794,-71.0985889999999,42.332118,13590.0,Tremont St @ Tobin Community Center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1360,66,0.846875460916557,0.2757631637768624,16.441758184737637,-71.1013829999999,42.3330310000001,1360.0,Tremont St @ Saint Alphonsus St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1362,66,1.0576192452904778,3.158419401184812,14.332776745704825,-71.103897,42.3339060000001,1362.0,Tremont St @ Huntington Ave,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363,66,1.9572029996259455,0.6716749432074776,15.61674189585149,-71.105717,42.333739,1363.0,Huntington Ave @ Fenwood Rd,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1365,66,0.7714256396191328,0.5874198765465889,15.802315269395748,-71.109273,42.3332800000001,1365.0,835 Huntington Ave opp Parker Hill Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1366,66,1.672135821750547,0.5338583695604244,16.944581179855152,-71.112606,42.332009,1366.0,Huntington Ave @ Riverway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1526,66,0.7680171711849796,1.0836550720968534,16.644507143351323,-71.116613,42.3318870000001,1526.0,Washington St @ Pearl St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1367,66,0.7883792719837237,0.499545792867711,16.931845789294414,-71.118666,42.3332600000001,1367.0,Harvard St @ Kent St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1369,66,0.6844408112815651,0.3725923192104699,17.236693058653675,-71.1206119999999,42.3360980000001,1369.0,Harvard St @ Aspinwall Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1371,66,0.4935649586334518,0.5059843552566156,17.211296684669964,-71.121312,42.3382260000001,1371.0,Harvard St opp Vernon St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1372,66,2.0882507903055845,2.0549198755962452,17.23643238895807,-71.121143,42.341909,1372.0,Harvard St @ Beacon St,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1373,66,0.7420366971308746,0.548956598956599,17.42324031086873,-71.1248659999999,42.344321,1373.0,Harvard St @ Stedman St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1375,66,0.36516034384185064,0.3291439344521537,17.471912495799476,-71.127686,42.345963,1375.0,Harvard St @ Coolidge St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1376,66,0.37476605871297647,0.9239947029758669,16.92381157655131,-71.129451,42.348572,1376.0,Harvard St opp Verndale St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1378,66,1.49707514232343,2.723117246148069,15.694219754750577,-71.130753,42.3500930000001,1378.0,Harvard Ave @ Commonwealth Ave,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1379,66,0.6219887275966045,1.1351071493194784,15.18639182830107,-71.1318429999999,42.3524180000001,1379.0,Harvard Ave @ Brighton Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
964,66,1.5505894647589853,2.2591395381635118,14.485569557915445,-71.133875,42.353344,964.0,Brighton Ave opp Quint Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1111,66,1.47920439789213,1.8281107064030464,13.868429027558847,-71.136365,42.353931,1111.0,Cambridge St opp Hano St,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1112,66,0.28617654052741226,0.20489515932386418,13.940310870463428,-71.133178,42.3552520000001,1112.0,Cambridge St @ Harvard Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1113,66,0.7700572759881602,0.23741646394977645,14.461502326889935,-71.1324649,42.3556962,1113.0,Cambridge St & Linden St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2558,66,0.8331330717850023,0.9732636802453114,14.308124218040165,-71.126738,42.35853,2558.0,N Harvard St @ Empire St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2559,66,0.44183134994934453,0.3914974537016878,14.349973469003674,-71.128574,42.36019,2559.0,N Harvard St @ Oxford St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2560,66,0.3315278164826733,0.8655018367891963,13.81061338429801,-71.130333,42.3618920000001,2560.0,N Harvard St @ Kingsley St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2561,66,0.6595022695583098,1.859215931950989,12.607533266857674,-71.1291419999999,42.363592,2561.0,N Harvard St @ Western Ave,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2564,66,0.145587974534114,0.5397481496640893,12.212692151663207,-71.1248239999999,42.36708,2564.0,N Harvard St opp Harvard Stadium Gate 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
25641,66,0.07035518877828963,4.446863972128604,7.828847956042849,-71.1209469999999,42.3714860000001,25641.0,JFK St @ Eliot St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
22549,66,0.0,7.784343337581199,0.04942131947891599,-71.1192369999999,42.375302,22549.0,Harvard Sq @ Garden St - Dawes Island,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
966,66,1.6148148148148147,2.237037037037037,14.985185185185188,-71.1379479999999,42.353442,966.0,Cambridge St @ N Beacon St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
967,66,0.17037037037037037,0.43703703703703695,14.68888888888889,-71.141711,42.35209,967.0,Cambridge St @ Saunders St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
969,66,0.337037037037037,5.107407407407407,9.951851851851854,-71.145539,42.3508640000001,969.0,Cambridge St @ Dustin St,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
970,66,1.0999999999999999,1.2814814814814814,9.818518518518522,-71.147347,42.350124,970.0,Cambridge St @ Sparhawk St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
971,66,0.037037037037037035,0.39629629629629637,9.437037037037037,-71.1492259999999,42.3494420000001,971.0,Cambridge St @ Elko St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1301,66,0.19444444444444445,0.36111111111111105,1.388888888888889,-71.1507549999999,42.3488140000001,1301.0,7 Winship St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
994,66,0.0,1.1555555555555554,0.261111111111111,-71.152305,42.3462040000001,994.0,Winship St @ Union St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
972,66,0.5,1.3,24.4,-71.151941,42.3490810000001,972.0,Washington St @ Waldo Terr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
973,66,0.5,1.2,23.8,-71.15404,42.349206,973.0,Washington St @ Market St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
974,66,0.4,4.0,20.1,-71.157223,42.34916,974.0,Washington St @ Foster St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
975,66,0.4,3.9,16.6,-71.1605729999999,42.348976,975.0,Washington St @ Brock St,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
977,66,0.0,3.3,13.2,-71.164524,42.349897,977.0,Washington St @ Oak Square Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9780,66,0.2,6.2,7.3,-71.1666499999999,42.3505630000001,9780.0,Washington St @ Oak Sq,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
979,66,0.1,0.5,6.8,-71.1686359999999,42.3506090000001,979.0,Tremont St @ Washington St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
981,66,0.1,0.5,6.4,-71.172164,42.3507980000001,981.0,Tremont St opp Tremont Pl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
982,66,0.1,0.2,6.3,-71.173976,42.3516670000001,982.0,Tremont St opp Cufflin St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
983,66,0.0,0.0,6.3,-71.1765339999999,42.35292,983.0,Tremont St @ Playstead Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
985,66,0.0,0.1,6.3,-71.178781,42.353972,985.0,Tremont St @ Waverley Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
986,66,0.0,0.4,6.0,-71.1811969999999,42.35483,986.0,Tremont St @ Hibbard Rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
987,66,0.1,0.1,6.0,-71.182247,42.3556060000001,987.0,Park St @ Tremont St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
988,66,0.0,0.9,5.2,-71.1846419999999,42.3580400000001,988.0,Centre St @ Jefferson St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989,66,0.0,0.0,5.1,-71.185332,42.360079,989.0,Galen St @ Maple St,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,66,0.0,4.8,0.4,-71.1857029999999,42.3643070000001,900.0,Watertown Yard,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
