lambda,n_stops,co2,profit,co2_pct_reduction,profit_pct_decrease
0.0,5.0,5.5637668788188686,16.536041227447427,77.7,49.7
0.05,5.0,5.582125952276252,17.277781668561282,77.6,47.5
0.1,5.0,5.5821259522762325,17.277781668561282,77.6,47.5
0.15,5.0,5.582125952276235,17.277781668561282,77.6,47.5
0.2,5.0,5.582125952276266,17.277781668561282,77.6,47.5
0.25,5.0,5.582125952276268,17.277781668561282,77.6,47.5
0.3,6.0,6.967238512937692,20.727582482399296,72.1,37.0
0.35,7.0,7.951212596920072,22.607804641986313,68.1,31.3
0.4,7.0,7.951212596920087,22.607804641986313,68.1,31.3
0.45,10.0,10.991491053561619,26.910239193102836,55.9,18.2
0.5,10.0,10.991491053561614,26.910239193102836,55.9,18.2
0.55,10.0,10.991491053561685,26.910239193102836,55.9,18.2
0.6,15.0,15.925663608283644,30.612184444911936,36.2,7.0
0.65,15.0,15.92566360828368,30.612184444911936,36.2,7.0
0.7,15.0,15.925663608283635,30.612184444911936,36.2,7.0
0.75,15.0,15.925663608283616,30.612184444911936,36.2,7.0
0.8,16.0,16.954228562841774,30.910250612351636,32.0,6.0
0.85,16.0,16.954228562841784,30.910250612351636,32.0,6.0
0.9,20.0,20.981194562008778,31.38561686314851,15.9,4.6
0.95,21.0,21.980095182808686,31.484993905589864,11.9,4.3
1.0,21.0,21.98009518280867,31.484993905589864,11.9,4.3
