lambda,n_stops,co2,profit,co2_pct_reduction,profit_pct_decrease
0.0,8.0,9.441569189021417,22.778125472411187,78.1,32.2
0.05,8.0,9.441569189021534,22.778125472411187,78.1,32.2
0.1,8.0,9.441569189021498,22.778125472411187,78.1,32.2
0.15,8.0,9.720324876334065,24.647924225245653,77.5,26.6
0.2,8.0,9.720324876333551,24.647924225245653,77.5,26.6
0.25,8.0,9.720324876333184,24.647924225245653,77.5,26.6
0.3,8.0,9.720324876333514,24.647924225245653,77.5,26.6
0.35,8.0,9.720324876334093,24.647924225245653,77.5,26.6
0.4,8.0,9.720324876333708,24.647924225245653,77.5,26.6
0.45,8.0,9.720324876333828,24.647924225245653,77.5,26.6
0.5,8.0,9.72032487633403,24.647924225245653,77.5,26.6
0.55,10.0,11.52097261769584,26.14318783068783,73.3,22.2
0.6,10.0,11.520972617695238,26.14318783068783,73.3,22.2
0.65,15.0,16.379413810679107,29.020798374905517,62.0,13.6
0.7,18.0,19.59678275689633,30.447025699168556,54.6,9.4
0.75,21.0,22.505842809019807,31.53848828420257,47.8,6.1
0.8,21.0,22.505842809019505,31.53848828420257,47.8,6.1
0.85,26.0,28.287369278813507,32.83308862433862,34.4,2.3
0.9,30.0,32.22885710628045,33.36015495086923,25.3,0.7
0.95,33.0,34.57328574476977,33.56633125472411,19.8,0.1
1.0,34.0,35.57284097008617,33.59966458805744,17.5,0.0
