lambda,n_stops,co2,profit,co2_pct_reduction,profit_pct_decrease
0.0,3.0,6.113059636412344,22.568494357183237,85.2,68.6
0.05,3.0,6.113059636412229,22.568494357183237,85.2,68.6
0.1,3.0,6.1130596364121494,22.568494357183237,85.2,68.6
0.15,3.0,6.113059636412274,22.568494357183237,85.2,68.6
0.2,3.0,6.1130596364121175,22.568494357183237,85.2,68.6
0.25,5.0,9.90819176406439,37.32135195114921,76.1,48.1
0.3,5.0,9.90819176406412,37.32135195114921,76.1,48.1
0.35,6.0,11.180115682437002,40.23746110440488,73.0,44.1
0.4,6.0,11.180115682437002,40.23746110440488,73.0,44.1
0.45,6.0,11.180115682437002,40.23746110440488,73.0,44.1
0.5,6.0,11.180115682436991,40.23746110440488,73.0,44.1
0.55,7.0,12.130620187113573,41.17824770307959,70.7,42.8
0.6,7.0,12.130620187113575,41.17824770307959,70.7,42.8
0.65,7.0,12.130620187113575,41.17824770307959,70.7,42.8
0.7,7.0,12.130620187113573,41.17824770307959,70.7,42.8
0.75,8.0,13.151145829236416,41.57824770307959,68.3,42.2
0.8,8.0,13.151145829236416,41.57824770307959,68.3,42.2
0.85,11.0,15.584601812477281,42.033238740420636,62.4,41.6
0.9,11.0,15.584601812477281,42.033238740420636,62.4,41.6
0.95,11.0,15.584601812477215,42.033238740420636,62.4,41.6
1.0,11.0,15.584601812477281,42.033238740420636,62.4,41.6
