stop_id,average_ons,average_offs,average_load,time_period_id,X,Y,Stop_ID,Stop_Name,lambda_0.5,lambda_0.75
101,0.527272727,2.186363636,16.88636364,time_period_07,-71.099486,42.362988,101,Massachusetts Ave @ Sidney St,1,0
101,0.366666667,1.322222222,10.61111111,time_period_08,-71.099486,42.362988,101,Massachusetts Ave @ Sidney St,0,0
101,0.14,0.4,3.48,time_period_09,-71.099486,42.362988,101,Massachusetts Ave @ Sidney St,0,0
101,0.477192982,1.975438596,18.4877193,time_period_10,-71.099486,42.362988,101,Massachusetts Ave @ Sidney St,0,1
101,0.550617284,1.841975309,20.19876543,time_period_11,-71.099486,42.362988,101,Massachusetts Ave @ Sidney St,0,1
102,0.625,2.3125,6.2375,time_period_01,-71.103404,42.365291,102,Massachusetts Ave @ Prospect St,0,0
102,0.742857143,3.142857143,6.757142857,time_period_02,-71.103404,42.365291,102,Massachusetts Ave @ Prospect St,0,0
102,1.393333333,4.806666667,11.86666667,time_period_03,-71.103404,42.365291,102,Massachusetts Ave @ Prospect St,0,0
102,1.525,5.460714286,11.71071429,time_period_04,-71.103404,42.365291,102,Massachusetts Ave @ Prospect St,0,1
102,2.064705882,8.164705882,16.14705882,time_period_05,-71.103404,42.365291,102,Massachusetts Ave @ Prospect St,1,1
102,2.30625,9.5625,20.8375,time_period_06,-71.103404,42.365291,102,Massachusetts Ave @ Prospect St,1,1
102,1.095454545,5.563636364,12.41363636,time_period_07,-71.103404,42.365291,102,Massachusetts Ave @ Prospect St,1,1
102,0.633333333,3.077777778,8.222222222,time_period_08,-71.103404,42.365291,102,Massachusetts Ave @ Prospect St,0,1
102,0.22,1,2.68,time_period_09,-71.103404,42.365291,102,Massachusetts Ave @ Prospect St,0,1
102,1.473684211,5.575438596,14.3877193,time_period_10,-71.103404,42.365291,102,Massachusetts Ave @ Prospect St,0,0
102,1.516049383,5.408641975,16.30740741,time_period_11,-71.103404,42.365291,102,Massachusetts Ave @ Prospect St,0,0
104,0.125,0.2,6.1375,time_period_01,-71.106017,42.366837,104,Massachusetts Ave @ Bigelow St,0,0
104,0.157142857,0.342857143,6.542857143,time_period_02,-71.106017,42.366837,104,Massachusetts Ave @ Bigelow St,0,0
104,0.3,0.766666667,11.40666667,time_period_03,-71.106017,42.366837,104,Massachusetts Ave @ Bigelow St,0,0
104,0.585714286,0.907142857,11.36071429,time_period_04,-71.106017,42.366837,104,Massachusetts Ave @ Bigelow St,0,1
104,0.635294118,0.894117647,15.9,time_period_05,-71.106017,42.366837,104,Massachusetts Ave @ Bigelow St,1,1
104,0.55625,1.1125,20.2375,time_period_06,-71.106017,42.366837,104,Massachusetts Ave @ Bigelow St,1,1
104,0.345454545,1.068181818,11.67272727,time_period_07,-71.106017,42.366837,104,Massachusetts Ave @ Bigelow St,1,1
104,0.166666667,0.577777778,7.822222222,time_period_08,-71.106017,42.366837,104,Massachusetts Ave @ Bigelow St,0,1
104,0.18,0.18,2.68,time_period_09,-71.106017,42.366837,104,Massachusetts Ave @ Bigelow St,0,1
104,0.364035088,0.779824561,13.95964912,time_period_10,-71.106017,42.366837,104,Massachusetts Ave @ Bigelow St,0,0
104,0.398765432,1.134567901,15.58395062,time_period_11,-71.106017,42.366837,104,Massachusetts Ave @ Bigelow St,0,0
106,0.0125,0.0625,6.1125,time_period_01,-71.108618,42.36839,106,Massachusetts Ave @ Hancock St,0,1
106,0.1,0.528571429,6.142857143,time_period_02,-71.108618,42.36839,106,Massachusetts Ave @ Hancock St,0,1
106,0.36,0.506666667,11.28,time_period_03,-71.108618,42.36839,106,Massachusetts Ave @ Hancock St,0,1
106,0.192857143,0.589285714,10.94642857,time_period_04,-71.108618,42.36839,106,Massachusetts Ave @ Hancock St,0,0
106,0.152941176,0.935294118,15.05294118,time_period_05,-71.108618,42.36839,106,Massachusetts Ave @ Hancock St,0,0
106,0.225,1.84375,18.61875,time_period_06,-71.108618,42.36839,106,Massachusetts Ave @ Hancock St,0,0
106,0.127272727,1.268181818,10.53636364,time_period_07,-71.108618,42.36839,106,Massachusetts Ave @ Hancock St,0,0
106,0.166666667,0.777777778,7.233333333,time_period_08,-71.108618,42.36839,106,Massachusetts Ave @ Hancock St,0,0
106,0.06,0.22,2.54,time_period_09,-71.108618,42.36839,106,Massachusetts Ave @ Hancock St,0,0
106,0.125438596,0.819298246,13.25701754,time_period_10,-71.108618,42.36839,106,Massachusetts Ave @ Hancock St,0,0
106,0.175308642,0.977777778,14.78148148,time_period_11,-71.108618,42.36839,106,Massachusetts Ave @ Hancock St,0,0
107,0.0625,1.0125,5.125,time_period_01,-71.110773,42.369265,107,Massachusetts Ave @ Dana St,0,0
107,0.028571429,1.642857143,4.528571429,time_period_02,-71.110773,42.369265,107,Massachusetts Ave @ Dana St,0,0
107,0.113333333,1.206666667,10.14666667,time_period_03,-71.110773,42.369265,107,Massachusetts Ave @ Dana St,0,0
107,0.085714286,0.764285714,10.23928571,time_period_04,-71.110773,42.369265,107,Massachusetts Ave @ Dana St,0,0
107,0.105882353,1.311764706,13.83529412,time_period_05,-71.110773,42.369265,107,Massachusetts Ave @ Dana St,0,0
107,0.225,1.75,17.05,time_period_06,-71.110773,42.369265,107,Massachusetts Ave @ Dana St,0,0
107,0.172727273,1.081818182,9.581818182,time_period_07,-71.110773,42.369265,107,Massachusetts Ave @ Dana St,0,0
107,0.066666667,0.577777778,6.722222222,time_period_08,-71.110773,42.369265,107,Massachusetts Ave @ Dana St,0,0
107,0,0.16,2.34,time_period_09,-71.110773,42.369265,107,Massachusetts Ave @ Dana St,0,0
107,0.077192982,1.083333333,12.26052632,time_period_10,-71.110773,42.369265,107,Massachusetts Ave @ Dana St,0,0
107,0.082716049,1.114814815,13.75432099,time_period_11,-71.110773,42.369265,107,Massachusetts Ave @ Dana St,0,0
108,0.0125,0.35,4.7875,time_period_01,-71.112998,42.37027,108,Massachusetts Ave @ Trowbridge St,0,0
108,0.042857143,0.428571429,4.128571429,time_period_02,-71.112998,42.37027,108,Massachusetts Ave @ Trowbridge St,0,0
108,0.106666667,1.773333333,8.48,time_period_03,-71.112998,42.37027,108,Massachusetts Ave @ Trowbridge St,0,0
108,0.107142857,1.414285714,8.939285714,time_period_04,-71.112998,42.37027,108,Massachusetts Ave @ Trowbridge St,0,0
108,0.164705882,2.117647059,11.85294118,time_period_05,-71.112998,42.37027,108,Massachusetts Ave @ Trowbridge St,0,0
108,0.18125,2.7125,14.49375,time_period_06,-71.112998,42.37027,108,Massachusetts Ave @ Trowbridge St,0,0
